date,WCE,world
1875-06,3.253,2.426
1875-07,1.546,2.418
1875-08,1.478,2.411
1875-09,1.457,2.241
1875-10,2.068,2.309
1875-11,1.643,2.259
1875-12,2.344,2.318
1876-01,1.882,2.127
1876-02,2.206,2.344
1876-03,1.675,2.16
1876-04,1.249,2.297
1876-05,3.249,2.342
1876-06,2.418,2.317
1876-07,2.936,2.531
1876-08,1.94,2.625
1876-09,1.997,2.374
1876-10,1.712,2.114
1876-11,2.802,2.237
1876-12,2.648,2.265
1877-01,1.429,2.128
1877-02,1.574,2.096
1877-03,2.667,2.337
1877-04,2.69,2.288
1877-05,2.626,2.351
1877-06,2.912,2.428
1877-07,1.756,2.363
1877-08,2.194,2.314
1877-09,2.228,2.212
1877-10,2.838,2.206
1877-11,2.376,2.163
1877-12,2.242,2.329
1878-01,2.348,2.248
1878-02,2.088,2.233
1878-03,2.72,2.205
1878-04,1.52,2.316
1878-05,2.722,2.295
1878-06,2.076,2.447
1878-07,2.63,2.649
1878-08,1.948,2.597
1878-09,2.712,2.242
1878-10,1.894,2.196
1878-11,1.079,2.048
1878-12,2.94,2.261
1879-01,3.295,2.302
1879-02,1.625,2.395
1879-03,2.202,2.301
1879-04,2.435,2.199
1879-05,2.664,2.299
1879-06,3.101,2.431
1879-07,2.587,2.491
1879-08,3.382,2.478
1879-09,2.071,2.141
1879-10,2.74,2.246
1879-11,2.79,2.409
1879-12,2.301,2.492
1880-01,0.871,2.378
1880-02,2.201,2.506
1880-03,1.137,2.455
1880-04,1.739,2.242
1880-05,2.635,2.244
1880-06,2.733,2.473
1880-07,2.06,2.552
1880-08,1.192,2.388
1880-09,1.567,2.249
1880-10,2.963,2.198
1880-11,2.587,2.262
1880-12,1.988,2.287
1881-01,2.648,2.357
1881-02,2.531,2.369
1881-03,1.981,2.248
1881-04,2.588,2.249
1881-05,2.903,2.302
1881-06,2.855,2.418
1881-07,2.603,2.605
1881-08,2.534,2.437
1881-09,3.09,2.191
1881-10,1.883,2.119
1881-11,2.257,2.136
1881-12,1.888,2.346
1882-01,2.321,2.19
1882-02,1.791,2.27
1882-03,2.711,2.311
1882-04,3.143,2.361
1882-05,2.152,2.402
1882-06,2.403,2.359
1882-07,1.86,2.388
1882-08,2.261,2.4
1882-09,2.175,2.116
1882-10,1.998,2.296
1882-11,1.682,2.074
1882-12,2.281,2.324
1883-01,2.19,2.146
1883-02,2.714,2.145
1883-03,2.248,2.179
1883-04,2.787,2.241
1883-05,2.407,2.233
1883-06,2.927,2.474
1883-07,2.681,2.543
1883-08,2.544,2.423
1883-09,2.617,2.214
1883-10,2.532,2.068
1883-11,2,2.138
1883-12,2.486,2.122
1884-01,1.651,2.174
1884-02,1.99,2.434
1884-03,1.726,2.181
1884-04,2.279,2.183
1884-05,2.671,2.203
1884-06,2.243,2.314
1884-07,2.607,2.486
1884-08,2.335,2.436
1884-09,2.357,2.127
1884-10,1.11,2.116
1884-11,2.93,2.395
1884-12,1.93,2.215
1885-01,2.485,2.22
1885-02,1.635,2.292
1885-03,2.759,2.354
1885-04,1.559,2.374
1885-05,2.433,2.451
1885-06,3.753,2.439
1885-07,1.921,2.4
1885-08,3.207,2.435
1885-09,2.098,2.314
1885-10,1.18,2.084
1885-11,1.842,2.28
1885-12,2.333,2.349
1886-01,2.572,2.448
1886-02,1.569,2.466
1886-03,1.679,2.343
1886-04,2.678,2.275
1886-05,2.974,2.269
1886-06,2.744,2.333
1886-07,2.415,2.506
1886-08,1.97,2.524
1886-09,1.743,2.211
1886-10,1.831,2.35
1886-11,2.206,2.352
1886-12,2.723,2.296
1887-01,1.781,2.287
1887-02,1.336,2.308
1887-03,1.856,2.333
1887-04,3.147,2.266
1887-05,3.317,2.279
1887-06,2.169,2.333
1887-07,2.279,2.314
1887-08,1.708,2.286
1887-09,2.021,2.284
1887-10,2.414,2.024
1887-11,1.738,2.343
1887-12,2.266,2.315
1888-01,1.557,2.425
1888-02,1.972,2.399
1888-03,1.408,2.243
1888-04,3.308,2.272
1888-05,2.777,2.35
1888-06,1.991,2.402
1888-07,1.599,2.507
1888-08,2.348,2.386
1888-09,1.658,2.1
1888-10,2.324,2.306
1888-11,1.878,2.246
1888-12,2.528,2.181
1889-01,1.71,2.233
1889-02,1.343,2.315
1889-03,1.306,2.194
1889-04,2.629,2.221
1889-05,3.23,2.318
1889-06,2.623,2.503
1889-07,2.507,2.583
1889-08,2.042,2.372
1889-09,1.005,2.218
1889-10,1.32,2.21
1889-11,2.262,2.352
1889-12,2.225,2.319
1890-01,2.02,2.358
1890-02,1.787,2.016
1890-03,2.046,2.174
1890-04,1.802,2.128
1890-05,3.463,2.33
1890-06,2.692,2.325
1890-07,1.891,2.43
1890-08,2.203,2.334
1890-09,2.634,2.169
1890-10,2.673,2.182
1890-11,3.207,2.095
1890-12,1.957,2.234
1891-01,1.215,2.107
1891-02,1.927,2.365
1891-03,1.378,2.351
1891-04,1.855,2.18
1891-05,2.561,2.204
1891-06,3.123,2.387
1891-07,2.876,2.459
1891-08,2.001,2.388
1891-09,2.915,2.325
1891-10,2.88,2.367
1891-11,2.597,2.378
1891-12,2.87,2.259
1892-01,1.787,2.319
1892-02,2.221,2.26
1892-03,1.862,2.29
1892-04,2.796,2.204
1892-05,2.267,2.336
1892-06,3.333,2.466
1892-07,1.985,2.539
1892-08,2.402,2.524
1892-09,1.685,2.158
1892-10,1.879,2.163
1892-11,2.459,2.313
1892-12,2.353,2.399
1893-01,2.625,2.338
1893-02,2.232,2.28
1893-03,1.634,2.271
1893-04,2.206,2.268
1893-05,2.194,2.171
1893-06,3.096,2.317
1893-07,2.085,2.501
1893-08,2.67,2.305
1893-09,2.321,2.163
1893-10,1.104,2.032
1893-11,2.791,2.242
1893-12,2.356,2.076
1894-01,2.063,2.36
1894-02,2.255,2.281
1894-03,2.405,2.326
1894-04,1.764,2.361
1894-05,3.35,2.417
1894-06,2.61,2.35
1894-07,2.053,2.375
1894-08,1.956,2.506
1894-09,1.734,2.349
1894-10,2.226,2.179
1894-11,1.529,2.184
1894-12,1.979,2.261
1895-01,2.434,2.364
1895-02,0.902,2.452
1895-03,1.512,2.276
1895-04,2.909,2.354
1895-05,2.791,2.276
1895-06,2.572,2.435
1895-07,2.24,2.487
1895-08,2.176,2.544
1895-09,1.414,2.154
1895-10,1.274,2.109
1895-11,1.49,2.274
1895-12,2.153,2.316
1896-01,1.988,2.205
1896-02,2.464,2.181
1896-03,1.928,2.23
1896-04,1.988,2.269
1896-05,2.34,2.393
1896-06,3.647,2.345
1896-07,2.408,2.503
1896-08,2.862,2.531
1896-09,2.333,2.177
1896-10,1.55,2.25
1896-11,2.313,2.205
1896-12,1.965,2.408
1897-01,2.453,2.165
1897-02,2.078,2.205
1897-03,1.549,2.311
1897-04,2.111,2.363
1897-05,3.186,2.366
1897-06,2.759,2.296
1897-07,2.79,2.621
1897-08,3.017,2.359
1897-09,2.156,2.142
1897-10,1.96,2.149
1897-11,2.651,2.153
1897-12,2.755,2.171
1898-01,1.702,2.335
1898-02,1.878,2.503
1898-03,2.173,2.471
1898-04,2.151,2.396
1898-05,2.568,2.509
1898-06,2.676,2.401
1898-07,2.481,2.564
1898-08,2.339,2.335
1898-09,2.336,2.177
1898-10,2.369,2.157
1898-11,1.824,2.16
1898-12,2.47,2.331
1899-01,1.764,2.381
1899-02,2.66,2.334
1899-03,2.072,2.18
1899-04,2.596,2.457
1899-05,2.559,2.226
1899-06,3.908,2.394
1899-07,2.451,2.342
1899-08,2.507,2.358
1899-09,1.632,2.227
1899-10,2.732,2.282
1899-11,2.616,2.148
1899-12,2.258,2.32
1900-01,1.965,2.312
1900-02,2.439,2.348
1900-03,1.143,2.229
1900-04,2.57,2.326
1900-05,2.415,2.301
1900-06,2.406,2.33
1900-07,2.293,2.496
1900-08,1.937,2.347
1900-09,2.955,2.373
1900-10,2.715,2.213
1900-11,2.95,2.319
1900-12,3.466,2.271
1950-01,1.999,2.36
1950-02,1.636,2.435
1950-03,1.13,2.408
1950-04,2.42,2.246
1950-05,3.065,2.232
1950-06,2.43,2.276
1950-07,1.409,2.375
1950-08,2.429,2.401
1950-09,1.709,2.187
1950-10,1.943,2.23
1950-11,2.638,2.326
1950-12,2.42,2.295
1951-01,1.602,2.474
1951-02,1.343,2.255
1951-03,2.703,2.278
1951-04,2.12,2.35
1951-05,2.694,2.427
1951-06,3.386,2.305
1951-07,1.733,2.515
1951-08,1.674,2.399
1951-09,1.902,2.249
1951-10,1.825,2.154
1951-11,2.155,2.295
1951-12,2.412,2.38
1952-01,2.14,2.263
1952-02,0.533,2.42
1952-03,1.289,2.431
1952-04,2.531,2.326
1952-05,2.293,2.361
1952-06,2.197,2.298
1952-07,1.429,2.386
1952-08,1.602,2.508
1952-09,2.666,2.269
1952-10,1.733,2.305
1952-11,2.364,2.201
1952-12,2.423,2.37
1953-01,2.355,2.168
1953-02,2.264,2.376
1953-03,1.295,2.238
1953-04,2.465,2.224
1953-05,2.599,2.271
1953-06,2.76,2.413
1953-07,1.902,2.4
1953-08,2.425,2.481
1953-09,2.351,2.261
1953-10,2.049,2.251
1953-11,2.01,2.23
1953-12,2.427,2.257
1954-01,1.81,2.299
1954-02,1.811,2.283
1954-03,1.728,2.359
1954-04,1.824,2.27
1954-05,3.072,2.197
1954-06,2.923,2.494
1954-07,1.842,2.411
1954-08,2.693,2.419
1954-09,2.426,2.123
1954-10,1.246,2.313
1954-11,1.721,2.203
1954-12,2.444,2.288
1955-01,1.704,2.381
1955-02,2.405,2.124
1955-03,1.703,2.058
1955-04,2.463,2.208
1955-05,2.624,2.251
1955-06,2.332,2.361
1955-07,2.344,2.503
1955-08,2.56,2.607
1955-09,1.959,2.503
1955-10,1.908,2.22
1955-11,1.297,2.218
1955-12,1.546,2.284
1956-01,1.842,2.229
1956-02,1.684,2.25
1956-03,2.513,2.272
1956-04,2.164,2.288
1956-05,2.31,2.206
1956-06,1.539,2.403
1956-07,2.667,2.399
1956-08,2.684,2.367
1956-09,2.452,2.151
1956-10,1.821,2.202
1956-11,3.149,2.268
1956-12,2.906,2.194
1957-01,1.691,2.128
1957-02,2.488,2.189
1957-03,1.783,2.307
1957-04,3.245,2.343
1957-05,2.541,2.267
1957-06,1.988,2.269
1957-07,2.409,2.486
1957-08,1.809,2.267
1957-09,2.306,2.231
1957-10,2.55,2.18
1957-11,2.768,2.282
1957-12,2.528,2.267
1958-01,2.522,2.309
1958-02,2.002,2.21
1958-03,1.91,2.318
1958-04,2.54,2.216
1958-05,2.587,2.127
1958-06,3.214,2.427
1958-07,2.862,2.433
1958-08,2.813,2.336
1958-09,2.026,2.209
1958-10,1.612,2.15
1958-11,2.092,2.335
1958-12,2.262,2.512
1959-01,1.755,2.289
1959-02,2.407,2.224
1959-03,2.906,2.355
1959-04,3.069,2.297
1959-05,2.493,2.225
1959-06,2.829,2.402
1959-07,2.462,2.47
1959-08,2.222,2.469
1959-09,2.1,2.111
1959-10,2.222,2.174
1959-11,2.575,2.317
1959-12,1.489,2.334
1960-01,1.51,2.273
1960-02,1.653,2.257
1960-03,2.164,2.215
1960-04,1.961,2.054
1960-05,2.203,2.364
1960-06,2.979,2.336
1960-07,2.276,2.372
1960-08,2.054,2.221
1960-09,2.499,2.056
1960-10,1.776,2.032
1960-11,3.038,2.208
1960-12,1.929,2.296
1961-01,2.381,2.377
1961-02,1.497,2.288
1961-03,2.766,2.338
1961-04,2.335,2.215
1961-05,2.172,2.156
1961-06,3.089,2.493
1961-07,2.93,2.476
1961-08,1.876,2.494
1961-09,1.956,2.22
1961-10,2.89,2.28
1961-11,2.609,2.317
1961-12,1.863,2.273
1962-01,1.174,2.245
1962-02,2.578,2.201
1962-03,2.17,2.316
1962-04,2.478,2.37
1962-05,1.746,2.405
1962-06,2.671,2.405
1962-07,2.717,2.421
1962-08,3.514,2.358
1962-09,1.344,2.276
1962-10,2.666,2.356
1962-11,2.471,2.343
1962-12,1.353,2.199
1963-01,1.826,2.294
1963-02,2.509,2.292
1963-03,2.373,2.358
1963-04,2.084,2.077
1963-05,2.885,2.153
1963-06,3.138,2.372
1963-07,1.802,2.338
1963-08,1.885,2.238
1963-09,1.626,2.117
1963-10,2.119,2.058
1963-11,2.876,2.23
1963-12,2.38,2.299
1964-01,2.185,2.23
1964-02,1.398,2.272
1964-03,1.588,2.225
1964-04,2.17,2.241
1964-05,2.6,2.274
1964-06,1.967,2.321
1964-07,2.419,2.477
1964-08,2.36,2.402
1964-09,2.051,2.32
1964-10,2.412,2.181
1964-11,2.183,2.135
1964-12,2.359,2.378
1965-01,1.746,2.34
1965-02,1.815,2.383
1965-03,2.475,2.174
1965-04,2.588,2.284
1965-05,2.231,2.33
1965-06,2.475,2.33
1965-07,2.598,2.263
1965-08,2.606,2.335
1965-09,1.592,2.057
1965-10,2.633,2.269
1965-11,1.98,2.206
1965-12,2.711,2.224
1966-01,1.511,2.225
1966-02,2.552,2.254
1966-03,2.018,2.302
1966-04,2.575,2.238
1966-05,3.264,2.231
1966-06,2.599,2.335
1966-07,2.975,2.591
1966-08,2.68,2.399
1966-09,1.313,2.317
1966-10,1.491,2.226
1966-11,1.85,2.335
1966-12,2.318,2.374
1967-01,1.36,2.334
1967-02,2.115,2.313
1967-03,3.013,2.377
1967-04,2.337,2.294
1967-05,3.264,2.323
1967-06,2.509,2.446
1967-07,2.529,2.424
1967-08,2.665,2.395
1967-09,2.714,2.287
1967-10,2.152,2.11
1967-11,2.233,2.29
1967-12,1.874,2.26
1968-01,1.982,2.258
1968-02,2.027,2.44
1968-03,1.745,2.178
1968-04,1.884,2.357
1968-05,2.641,2.333
1968-06,2.917,2.363
1968-07,1.819,2.344
1968-08,2.054,2.188
1968-09,2.723,2.363
1968-10,1.859,2.242
1968-11,2.417,2.325
1968-12,1.586,2.378
1969-01,1.865,2.249
1969-02,1.556,2.254
1969-03,2.429,2.424
1969-04,2.957,2.433
1969-05,2.112,2.312
1969-06,2.8,2.363
1969-07,2.157,2.505
1969-08,2.821,2.543
1969-09,2.081,2.238
1969-10,2.498,2.222
1969-11,2.523,2.346
1969-12,2.242,2.281
1970-01,1.555,2.316
1970-02,2.115,2.35
1970-03,1.992,2.314
1970-04,3.295,2.231
